ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45691869,NULL,NULL,180,NULL,NULL,NULL,NULL,7900,60,NULL,"KR 103B # 16F - 22","cl 13a # 80d - 70",ABANDONADO,1609459347120,"2021-01-01 00:02:27",NULL,11001,NULL,NULL,NULL,4.652393196312156,4.672371898000051,-74.13829330354929,-74.15008785899994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8813384,NULL,NULL,NULL,NULL,NULL,"cl 13 a # 80 d - par",NULL,"EL VERGEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691870,NULL,NULL,180,NULL,NULL,NULL,NULL,12700,60,NULL,"kr 81g # 73 - 32 sur","cl 58b sur # 48b - 44",ABANDONADO,1609459347239,"2021-01-01 00:02:27",NULL,11001,NULL,NULL,NULL,4.5790020029109,4.611952722000069,-74.15155615657568,-74.19765153799995,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9125212,NULL,NULL,NULL,NULL,NULL,"cl 58 b sur # 48 b - par",NULL,CORU��A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691871,NULL,NULL,180,NULL,NULL,NULL,NULL,16600,60,NULL,"Calle 4 sur 11b-23","kr 75 # 17 - 51",ABANDONADO,1609459347674,"2021-01-01 00:02:27",NULL,11001,NULL,NULL,NULL,4.652619764507935,4.58708,-74.12706289440395,-74.08975,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8172487,NULL,NULL,NULL,NULL,NULL,"kr 75 # 17 - impar",NULL,"LA FELICIDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691872,NULL,NULL,180,NULL,NULL,NULL,NULL,12400,32,NULL,"CL 34 BIS # 29 - 53","cl 77 # 26 g 2 - 15",ABANDONADO,1609459347888,"2021-01-01 00:02:27",NULL,76001,NULL,NULL,NULL,3.4334650362850674,3.430138367828021,-76.48055780678988,-76.50834247469902,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8838540,NULL,NULL,NULL,NULL,NULL,"cl 77 # 26 g2 - impar",NULL,"LOS NARANJOS I",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691873,NULL,NULL,180,NULL,NULL,NULL,NULL,18200,60,NULL,"CL 78 Sur # 18B - 44","ac 17 # 72 - 12",ABANDONADO,1609459348362,"2021-01-01 00:02:28",NULL,11001,NULL,NULL,NULL,4.650449986742381,4.5397470982670685,-74.12802211940289,-74.14390549063681,EFECTIVO,NULL,APP,NULL,NULL,3000,NORMAL,TIEMPO_RUTA,NORMAL,0,9337082,NULL,NULL,NULL,NULL,NULL,"ac 17 # 72 - par",NULL,"LA FELICIDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691874,159,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 153 114  b 58",ABANDONADO,1609459348556,"2021-01-01 00:02:28",NULL,11001,,NULL,"CJ ARRAYANES DE SUBA",4.75837452,NULL,-74.09845936,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,9397404,NULL,9397404,NULL,NULL,NULL,"cl 153 # 114 b - par",NULL,"SUBA LOS ALMENDROS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691875,NULL,NULL,180,NULL,NULL,NULL,NULL,18300,60,NULL,"cra. 73a #56-31","cra. 66 ##23a-42",ABANDONADO,1609459349394,"2021-01-01 00:02:29",NULL,11001,NULL,NULL,NULL,4.6468362999999995,4.603711,-74.10533360000001,-74.1675249,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8535835,NULL,NULL,NULL,NULL,NULL,"kr 66 # 23 a - par",NULL,"CIUDAD SALITRE SUR-ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691876,NULL,NULL,180,NULL,NULL,NULL,NULL,14700,60,NULL,"CL 36F Sur # 2 - 67 Este","kr 64 # 2b - 27",CANCELADO,1609459350743,"2021-01-01 00:02:30",NULL,11001,NULL,NULL,NULL,4.6207774,4.55758142600007,-74.1227788,-74.09306334599995,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9269578,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 64 # 2 b - impar",NULL,GALAN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691877,NULL,NULL,180,NULL,NULL,NULL,NULL,13700,60,NULL,"carrera 106a 156","cl 127b # 45 - 20",ABANDONADO,1609459350776,"2021-01-01 00:02:30",NULL,11001,NULL,NULL,NULL,4.709605021735354,4.75744,-74.05414503067732,-74.09209,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8835573,NULL,NULL,NULL,NULL,NULL,"cl 127 b # 45 - par",NULL,"TIERRA LINDA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691878,NULL,119768,180,NULL,5,149027919275257868851,...,7900,60,NULL,"KR 69L # CL 63F (BOGOTA)","kr 98 # 63 - 91",CUMPLIDO,1609459351863,"2021-01-01 00:02:31",NULL,11001,NULL,NULL,NULL,4.694847724732888,4.67237,-74.12203039973974,-74.09809,EFECTIVO,NULL,APP,VFA780,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397399,NULL,NULL,149027919275257868851,NULL,NULL,"kr 98 # 63 - impar","Pago definido/preliquidado por 7900",ALAMOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691879,NULL,120083,180,NULL,NULL,106453891932525968503,...,15900,60,NULL,"Carrera 115 # 153 - 27","cl 127a bis a # 15 - 58",CANCELADO,1609459351985,"2021-01-01 00:02:32",NULL,11001,NULL,NULL,NULL,4.7070852710000395,4.759041593000063,-74.04340097399995,-74.09952637599991,EFECTIVO,NULL,APP,TGY070,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9079778,NULL,NULL,106453891932525968503,NULL,"USU|AppUsuario|El Taxi se demora mucho","cl 127 a bis a # 15 - par",NULL,PLENITUD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691880,NULL,NULL,180,NULL,NULL,NULL,NULL,8300,60,NULL,"carrera 77c # 52a - 65","ak 86 # 19a - 50",CANCELADO,1609459352287,"2021-01-01 00:02:32",NULL,11001,NULL,NULL,NULL,4.663652344337463,4.676684579000039,-74.13255706429482,-74.11192966499993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8770112,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","ak 86 # 19 a - par",NULL,"EL TINTAL A.S.D.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691881,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"kr 77nbis # cl 51a sur ",ABANDONADO,1609459352439,"2021-01-01 00:02:32",NULL,11001,NULL,NULL,NULL,4.6072454,NULL,-74.1676858,NULL,EFECTIVO,NULL,CHAT_BOT,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,9397403,NULL,NULL,NULL,NULL,NULL,"kr 77 n bis # 51 a sur - par",NULL,"LAS LUCES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691882,NULL,NULL,180,NULL,NULL,NULL,NULL,14700,60,NULL,"CL 16J # 96C - 24","cl 83b # 94f - 26",ABANDONADO,1609459352574,"2021-01-01 00:02:32",NULL,11001,NULL,NULL,NULL,4.710052440558553,4.668064272000038,-74.10353220999241,-74.1427729639999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,9186270,NULL,NULL,NULL,NULL,NULL,"cl 83 b # 94 f - par",NULL,"CIUDAD QUIRIGUA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691883,NULL,NULL,180,NULL,NULL,NULL,NULL,24400,60,NULL,"kr 89a # 42f - 70 sur","cl 40b bis sur # 11 - 21 este",ABANDONADO,1609459352905,"2021-01-01 00:02:33",NULL,11001,NULL,NULL,NULL,4.547689893911643,4.636158592000072,-74.08620178699493,-74.1737194879999,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8182276,NULL,NULL,NULL,NULL,NULL,"cl 40 b bis sur # 11 este - impar",NULL,"SAN JOSE ORIENTAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691884,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,32,"EL SENA",NULL,"cl. 55 # 3 a - 30",ABANDONADO,1609459352990,"2021-01-01 00:02:33",NULL,76001,Sip/Cali_4444444,NULL,"cerca  al  parque",3.4657628,NULL,-76.49821012,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,4338340,NULL,4338340,NULL,NULL,NULL,"cl 55 # 3 a - par",NULL,"EL SENA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691885,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cl 49h sur # 10c - 19",ABANDONADO,1609459354027,"2021-01-01 00:02:34",NULL,11001,NULL,NULL,NULL,4.559772534586217,NULL,-74.12112012505531,NULL,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8742209,NULL,NULL,NULL,NULL,NULL,"cl 49 h sur # 10 c - impar",NULL,GUIPARMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691886,NULL,NULL,180,NULL,NULL,NULL,NULL,18100,60,NULL,"Calle 31 Sur 5A-27","cl 42b sur # 81l - 15",ABANDONADO,1609459354162,"2021-01-01 00:02:34",NULL,11001,NULL,NULL,NULL,4.627832839157236,4.56561,-74.16721355170012,-74.09856,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397387,NULL,NULL,NULL,NULL,NULL,"cl 42 b sur # 81 l - impar",NULL,"EL AMPARO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691887,NULL,NULL,180,NULL,NULL,NULL,NULL,18100,60,NULL,"CL 31 Sur # 5A - 27","cl 42b sur # 81l - 13",ABANDONADO,1609459354466,"2021-01-01 00:02:34",NULL,11001,NULL,NULL,NULL,4.6278201402008206,4.565613401000064,-74.16722226887941,-74.09855791099994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8877274,NULL,NULL,NULL,NULL,NULL,"cl 42 b sur # 81 l - impar",NULL,"EL AMPARO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691888,NULL,NULL,180,NULL,NULL,NULL,NULL,16000,60,NULL,"KR 72F BIS # 38D - 58 Sur","cl 71b sur # 27 - 70",ABANDONADO,1609459354675,"2021-01-01 00:02:34",NULL,11001,NULL,NULL,NULL,4.5527626758765996,4.608393179000075,-74.15860164910555,-74.14300863599993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9251723,NULL,NULL,NULL,NULL,NULL,"cl 71 b sur # 27 - par",NULL,"EL MIRADOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691889,NULL,162350,180,5,5,155484448532838647116,...,8600,60,NULL,"AC 13 # KR 4 (BOGOTA)","kr 8 # 47 - 41",CUMPLIDO,1609459355425,"2021-01-01 00:02:35",NULL,11001,NULL,NULL,NULL,4.634303261984219,4.60108,-74.06452551484108,-74.07038,EFECTIVO,NULL,APP,FVK353,4,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9118961,NULL,NULL,155484448532838647116,NULL,NULL,"kr 8 # 47 - impar","Pago definido/preliquidado por 8600",MARLY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691890,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,"Parqueadero Entre Verdes","kr 46cc # 72a sur - 2",ABANDONADO,1609459356440,"2021-01-01 00:02:36",NULL,5631,NULL,NULL,NULL,6.152313994390151,6.1561169,-75.61873085796834,-75.6477018,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397390,NULL,NULL,NULL,NULL,NULL,"kr 46 cc # 72 a sur - par",NULL,"ENTRE AMIGOS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691891,NULL,NULL,180,NULL,NULL,NULL,NULL,8400,32,NULL,"clínica nuestra señora de los remedios","cl 48 norte # 2 a - 92",CANCELADO,1609459357644,"2021-01-01 00:02:37",NULL,76001,NULL,NULL,NULL,3.4799307516010143,3.4631275,-76.51194971054792,-76.522553,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8774080,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 48 norte # 2 a - par",NULL,"URBANIZACION LA MERCED",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691892,NULL,NULL,180,NULL,NULL,NULL,NULL,5700,60,NULL,"carrera 5m 49c s-27","kr 12c # 54 - 61 sur",CANCELADO,1609459358094,"2021-01-01 00:02:38",NULL,11001,NULL,NULL,NULL,4.561042884518307,4.55306,-74.12764225155114,-74.11654,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9369049,NULL,NULL,NULL,NULL,"USU|AppUsuario|Tomé un Taxi en la calle","kr 12 c # 54 sur - impar",NULL,TUNJUELITO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691893,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"kr 87b # 51b - 35 sur",ABANDONADO,1609459358722,"2021-01-01 00:02:38",NULL,11001,NULL,NULL,NULL,4.62708460288956,NULL,-74.18049450963736,NULL,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8178462,NULL,NULL,NULL,NULL,NULL,"kr 87 b # 51 b sur - impar",NULL,BETANIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691894,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 40 j sur 74 76",ABANDONADO,1609459358963,"2021-01-01 00:02:39",NULL,11001,17089128,NULL,CASA,4.61314758,NULL,-74.15487397,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,7021517,NULL,7021517,NULL,NULL,NULL,"cl 40 j sur # 74 - par",NULL,TIMIZA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691895,NULL,NULL,180,NULL,NULL,NULL,NULL,21800,60,NULL,"Carrera 17 # 29 - 32","dg 129b # 123b - 25",ABANDONADO,1609459360127,"2021-01-01 00:02:40",NULL,11001,NULL,NULL,NULL,4.734671726392299,4.619102274564361,-74.10899955779314,-74.07358147866707,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8436109,NULL,NULL,NULL,NULL,NULL,"dg 129 b # 123 b - impar",NULL,"LA CANIZA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691896,126,NULL,90,NULL,NULL,NULL,NULL,NULL,60,"TIENDA LA 35",NULL,"cra. 20c  65 04 sur",ABANDONADO,1609459360133,"2021-01-01 00:02:40",NULL,11001,,NULL,"PANADERIA EL REY",4.56345446,NULL,-74.14688771,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,3591949,NULL,3591949,NULL,NULL,NULL,"kr 20 c # 65 sur - par",NULL,"SAN FRANCISCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691897,NULL,NULL,180,NULL,NULL,NULL,NULL,12200,32,NULL,"Edificio Mall Torres de La 50","kr 99 # 2 - 140",ABANDONADO,1609459360335,"2021-01-01 00:02:40",NULL,76001,NULL,NULL,NULL,3.3712289935629705,3.410535,-76.5517620742321,-76.539975,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8894877,NULL,NULL,NULL,NULL,NULL,"kr 99 # 2 - par",NULL,"URBANIZACION SANTA HELENA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691898,NULL,NULL,180,NULL,NULL,NULL,NULL,21900,60,NULL,"Parque Moralba","kr 65 # 11 - 50",ABANDONADO,1609459360543,"2021-01-01 00:02:40",NULL,11001,NULL,NULL,NULL,4.632617990218408,4.54364281100004,-74.1161922365427,-74.0808932259999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8848801,NULL,NULL,NULL,NULL,NULL,"kr 65 # 11 - par",NULL,"SALAZAR GOMEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691899,NULL,172723,180,4,5,159415233137151131997,...,22700,60,NULL,"AK 104 # CL 78DBIS (BOGOTA)","cl 38 sur # 53 - 43",CUMPLIDO,1609459360922,"2021-01-01 00:02:41",NULL,11001,NULL,NULL,NULL,4.602748280784336,4.712610224000059,-74.13240820169449,-74.1158148159999,EFECTIVO,NULL,APP,SWS929,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9365802,NULL,NULL,159415233137151131997,NULL,NULL,"cl 38 sur # 53 - impar","Pago definido/preliquidado por 22700","LA ALQUERIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691900,NULL,NULL,180,NULL,NULL,NULL,NULL,0,32,NULL,"Santa Anita","cra. 1a 12 #7146, cali, palmira, valle del cauca, colombia",ABANDONADO,1609459361172,"2021-01-01 00:02:41",NULL,76001,NULL,NULL,NULL,3.4811800287814463,3.5933,-76.48730054497719,-76.32941,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8764225,NULL,NULL,NULL,NULL,NULL,"kr 1 a12 # 714 - par",NULL,"SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691901,NULL,NULL,180,NULL,NULL,NULL,NULL,9400,60,NULL,"CL 73A BIS A Sur # 17B - 7","dg 46 sur # 13a - 22",ABANDONADO,1609459361330,"2021-01-01 00:02:41",NULL,11001,NULL,NULL,NULL,4.567923656928597,4.543969340904794,-74.11874435842037,-74.1382084786892,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8936135,NULL,NULL,NULL,NULL,NULL,"dg 46 sur # 13 a - par",NULL,"MARCO FIDEL SUAREZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691902,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"KR 18Z # 68D - 33 Sur","tv 20d bis a # 68l - 10 sur",ABANDONADO,1609459361655,"2021-01-01 00:02:41",NULL,11001,NULL,NULL,NULL,4.562844297696745,4.557576299000062,-74.1537545621395,-74.15064109299993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9030055,NULL,NULL,NULL,NULL,NULL,"tv 20 d bis a # 68 l sur - par",NULL,"JUAN JOSE RONDON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691903,NULL,NULL,180,NULL,NULL,NULL,NULL,6700,60,NULL,"Calle 71 Sur 18B-40s","cl 64 sur # 24 - 1",ABANDONADO,1609459361756,"2021-01-01 00:02:41",NULL,11001,NULL,NULL,NULL,4.568214086370171,4.54566,-74.1486831754446,-74.14436,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9392677,NULL,NULL,NULL,NULL,NULL,"cl 64 sur # 24 - impar",NULL,"I SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691904,NULL,142529,180,NULL,NULL,161568231958521125275,...,12400,60,NULL,"Biblioteca Pública El Tintal Manuel Zapata Olivella","cl 1 # 52 - 84",CANCELADO,1609459362770,"2021-01-01 00:02:42",NULL,11001,NULL,NULL,NULL,4.61069906653603,4.64266,-74.12035435438156,-74.15417,EFECTIVO,NULL,APP,SXM677,NULL,5000,NORMAL,TIEMPO_RUTA,NORMAL,0,8671892,NULL,NULL,161568231958521125275,NULL,"USU|AppUsuario|El Taxi se demora mucho","cl 1 # 52 - par",NULL,PONDEROSA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691905,NULL,NULL,180,NULL,NULL,NULL,NULL,21300,60,NULL,"Calle 62A Sur # 82B - 53","kr 13a # 41 - 27",ABANDONADO,1609459362796,"2021-01-01 00:02:42",NULL,11001,NULL,NULL,NULL,4.6294555,4.615471957000068,-74.0676481,-74.18762120399992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8734518,NULL,NULL,NULL,NULL,NULL,"kr 13 a # 41 - impar",NULL,SUCRE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691906,NULL,NULL,180,NULL,NULL,NULL,NULL,5800,60,NULL,"kr 81j # 57c - 20 sur","cl 67 sur # 86g - 18",CANCELADO,1609459363000,"2021-01-01 00:02:43",NULL,11001,NULL,NULL,NULL,4.619985174871092,4.616361998000059,-74.19205080717802,-74.1817311719999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9337948,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 67 sur # 86 g - par",NULL,"SAN PEDRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691907,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,"Cai La Candelaria","cl 54 # 7 - 19",ABANDONADO,1609459363078,"2021-01-01 00:02:43",NULL,11001,NULL,NULL,NULL,4.594211555818359,4.57334,-74.1907325014472,-74.15323,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9041343,NULL,NULL,NULL,NULL,NULL,"cl 54 # 7 - impar",NULL,"CHAPINERO CENTRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691908,NULL,NULL,180,NULL,NULL,NULL,NULL,6400,60,NULL,"KR 78H # 60A - 32 Sur","kr 77k # 57d - 59 sur",ABANDONADO,1609459364020,"2021-01-01 00:02:44",NULL,11001,NULL,NULL,NULL,4.606066828120028,4.604314157000091,-74.1735452413559,-74.18129419899992,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,9381433,NULL,NULL,NULL,NULL,NULL,"kr 77 k # 57 d sur - impar",NULL,"LA UNIDAD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691909,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 70 90 68",ABANDONADO,1609459364274,"2021-01-01 00:02:44",NULL,11001,17089131,NULL,CASA,4.69517565,NULL,-74.11051184,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,8711129,NULL,8711129,NULL,NULL,NULL,"cl 70 # 90 - par",NULL,"FLORIDA BLANCA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691910,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 31c 1 11sur",ABANDONADO,1609459364622,"2021-01-01 00:02:44",NULL,11001,17089129,NULL,CASA,4.56153284,NULL,-74.09395016,NULL,EFECTIVO,NULL,IVR,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,8110783,NULL,8110783,NULL,NULL,NULL,"cl 31 c sur # 1 - impar",NULL,"BELLO HORIZONTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45691911,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"DG 20D # 96I - 17","kr 98 # 23h - 59",CANCELADO,1609459364812,"2021-01-01 00:02:44",NULL,11001,NULL,NULL,NULL,4.679863556244213,4.6738462620000405,-74.13393471390009,-74.13959942299994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9011886,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 98 # 23 h - impar",NULL,"EL RINCON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
