ID,AGENTE,AUTOMOVILASIGNADO_ID,CADUCIDADASIGNACIONSERVICIO,CALIFICACIONCONDUCTORASIGNADO,CALIFICACION_USUARIO,CONDUCTORASIGNADO_ID,CONDUCTORESPOSTULADOS,COSTO,DELTACADUCIDADASIGNACION,DIRECCIONCOMPLEMENTARIA,DIRECCIONDESTINO,DIRECCIONPRINCIPAL,ESTADO,FECHA,FECHALEGIBLE,HORALANZAMIENTO,IDCIUDAD,IDLLAMADA,IDSERVICIO,INDICACIONES,LATITUD,LATITUDDESTINO,LONGITUD,LONGITUDDESTINO,MEDIOPAGO,NUMEROVALE,ORIGEN,PLACAAUTOMOVILASIGNADO,PROMEDIOCONDUCTORASIGNADO,PROPINA,TAMANOVEHICULO,TIPOASIGNACION,TIPOSERVICIO,USAPLANILLA,USUARIO,USUARIOAPLICACION_ID,USUARIOTELEFONICO_ID,IDCONDUCTORASIGNADO,PAGOEXITOSO,MOTIVORECHAZO,DIRECCIONMOSTRAR,DESCPAGO,BARRIOORIGEN,NUMEROCARROS,ANTERIOR,RUTA,CONDUCTOR_CERCANO,RECORRIDO_METROS,DISTANCIA,RECORRIDO_DISTANCIA,CALC_TARIFA,PRELIQUIDACION,TIEMPO,NUMERO_PASAJEROS,COSTO_INTERRUMPIDO
45692307,NULL,123356,180,NULL,NULL,106424485281058189160,...,13100,60,NULL,"Carrera 81F # 51A - 22 Sur","kr 22f # 62 - 12 sur",CANCELADO,1609459501338,"2021-01-01 00:05:01",NULL,11001,NULL,NULL,NULL,4.568005538658787,4.620886727000084,-74.14613541215658,-74.17457020299992,EFECTIVO,NULL,APP,SMS281,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9296460,NULL,NULL,106424485281058189160,NULL,"USU|AppUsuario|El conductor nunca respondió","kr 22 f # 62 sur - par",NULL,"I SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692308,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"CL 6A # 93D - 67","cl 2 # 91 - 10",ABANDONADO,1609459501716,"2021-01-01 00:05:01",NULL,11001,NULL,NULL,NULL,4.646414843987751,4.652353764000054,-74.1643251478672,-74.16269086599993,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9339869,NULL,NULL,NULL,NULL,NULL,"cl 2 # 91 - par",NULL,CALANDAIMA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692309,NULL,164102,180,4,NULL,158518537111895765971,...,21500,60,NULL,"AK 45 # CL 174B (BOGOTA)","cl 24 # 19b - 16",CUMPLIDO,1609459501841,"2021-01-01 00:05:01",NULL,11001,NULL,NULL,NULL,4.618648092374201,4.754627068904908,-74.07823797315359,-74.04603742649077,EFECTIVO,NULL,APP,WNT924,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,4619557,NULL,NULL,158518537111895765971,NULL,NULL,"cl 24 # 19 b - par","Pago definido/preliquidado por 21500","SANTA FE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692310,NULL,NULL,180,NULL,NULL,NULL,NULL,7600,60,NULL,"carrera 10 este # 54a - 60 sur","cl 31b sur # 1a - 52",ABANDONADO,1609459503814,"2021-01-01 00:05:03",NULL,11001,NULL,NULL,NULL,4.5628961007918,4.5351407310000695,-74.09437280148268,-74.09144741199992,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9025055,NULL,NULL,NULL,NULL,NULL,"cl 31 b sur # 1 a - par",NULL,"BELLO HORIZONTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692311,NULL,NULL,180,NULL,NULL,NULL,NULL,23300,60,NULL,"Ctro Educ Dist Leonardo Posada","cl 70c # 112 - 35",CANCELADO,1609459504098,"2021-01-01 00:05:04",NULL,11001,NULL,NULL,NULL,4.709709756000052,4.62746,-74.13039620299992,-74.20161,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9377555,NULL,NULL,NULL,NULL,"USU|AppUsuario|Solicité el Taxi por otro medio","cl 70 c # 112 - impar",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692312,NULL,NULL,180,NULL,NULL,NULL,NULL,17400,60,NULL,"Barrio Roma","ac 22 # 36a - 36",ABANDONADO,1609459504571,"2021-01-01 00:05:04",NULL,11001,NULL,NULL,NULL,4.626801549481636,4.610855374846345,-74.09223575145006,-74.17336446633594,EFECTIVO,NULL,APP,NULL,NULL,1000,NORMAL,TIEMPO_RUTA,NORMAL,0,8365327,NULL,NULL,NULL,NULL,NULL,"ac 22 # 36 a - par",NULL,"QUINTA PAREDES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692313,NULL,NULL,180,NULL,NULL,NULL,NULL,8900,60,NULL,"Calle 127D # 93C - 34","cl 148 # 99 - 54",CANCELADO,1609459504696,"2021-01-01 00:05:04",NULL,11001,NULL,NULL,NULL,4.746294411596535,4.722101936000058,-74.09008160233498,-74.09514605499993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8513178,NULL,NULL,NULL,NULL,"USU|AppUsuario|El Taxi se demora mucho","cl 148 # 99 - par",NULL,"ATARDECERES DE SUBA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692314,NULL,NULL,180,NULL,NULL,NULL,NULL,6100,60,NULL,"Exito Norte - Calle 170","cl 166 # 9 - 15",ABANDONADO,1609459504793,"2021-01-01 00:05:04",NULL,11001,NULL,NULL,NULL,4.744387549501929,4.75436888725466,-74.0323121845722,-74.0446082925068,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,6948902,NULL,NULL,NULL,NULL,NULL,"cl 166 # 9 - impar",NULL,"PRADERA NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692315,NULL,NULL,180,NULL,NULL,NULL,NULL,20600,60,NULL,"Cai Roma","kr 118b # 69c - 30",ABANDONADO,1609459504845,"2021-01-01 00:05:04",NULL,11001,NULL,NULL,NULL,4.715372993482978,4.613436838999974,-74.13620755076408,-74.17560249799999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9168326,NULL,NULL,NULL,NULL,NULL,"kr 118 b # 69 c - par",NULL,"CENTRO ENGATIVA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692316,NULL,NULL,90,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,"cl 41 sur # kr 50c ",ABANDONADO,1609459505250,"2021-01-01 00:05:05",NULL,11001,NULL,NULL,NULL,4.595386981964111,NULL,-74.12886810302734,NULL,EFECTIVO,NULL,CHAT_BOT,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,NORMAL,0,8696395,NULL,NULL,NULL,NULL,NULL,"cl 41 sur # 50 c - par",NULL,"AUTOPISTA DEL SUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692317,NULL,NULL,180,NULL,NULL,NULL,NULL,11000,60,NULL,"KR 11 # 183A - 61","cl 162 # 95 - 15",ABANDONADO,1609459505509,"2021-01-01 00:05:05",NULL,11001,NULL,NULL,NULL,4.757197204505577,4.761327263423044,-74.08045247197151,-74.03313059359789,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8544981,NULL,NULL,NULL,NULL,NULL,"cl 162 # 95 - impar",NULL,"PRADOS DEL SALITRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692318,621,NULL,90,NULL,NULL,NULL,NULL,NULL,60,BIAMONTE,NULL,"cra. 5 bis 12 c 40",ABANDONADO,1609459505670,"2021-01-01 00:05:05",NULL,11001,17089107,NULL,PELUQUERIA,4.60014038,NULL,-74.07226423,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,3645075,NULL,3645075,NULL,NULL,NULL,"kr 5 bis # 12 c - par",NULL,"LA CATEDRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692319,NULL,NULL,180,NULL,NULL,NULL,NULL,12300,60,NULL,"TV 2D BIS # 51B - 31 Sur","cl 69c sur # 22 - 19",ABANDONADO,1609459505922,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.565291404981365,4.542384122807663,-74.1546879708767,-74.11070376634598,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,7016578,NULL,NULL,NULL,NULL,NULL,"cl 69 c sur # 22 - impar",NULL,"JUAN JOSE RONDON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692320,NULL,NULL,180,NULL,NULL,NULL,NULL,33700,60,NULL,"Diagonal 151 # 141A - 55","tv 77i bis # 71c - 15 sur",ABANDONADO,1609459506044,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.600877789630511,4.759691491000069,-74.19557288289069,-74.1148228799999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9286863,NULL,NULL,NULL,NULL,NULL,"tv 77 i bis # 71 c sur - impar",NULL,"JOSE MARIA CARBONELL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692321,NULL,153479,180,NULL,NULL,152052574218190203368,...,5200,32,NULL,"Carrera 33A 23-34","carrera 29a 26b-108",CANCELADO,1609459506048,"2021-01-01 00:05:06",NULL,76001,NULL,NULL,NULL,3.42803,3.42334,-76.51747,-76.52131,EFECTIVO,NULL,APP,EQK737,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9027100,NULL,NULL,152052574218190203368,NULL,"USU|AppUsuario|Antes de asignacion","kr 29 a # 26 b - par",NULL,"EL JARDIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692322,NULL,NULL,180,NULL,NULL,NULL,NULL,10400,60,NULL,"KR 90A # 127 - 16","cl 168 # 65 - 67",ABANDONADO,1609459506104,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.75176838296268,4.716636046599406,-74.0637493506074,-74.09021571278572,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8792392,NULL,NULL,NULL,NULL,NULL,"cl 168 # 65 - impar",NULL,"PORTALES DEL NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692323,434,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 93 37 80",ABANDONADO,1609459506093,"2021-01-01 00:05:06",NULL,5001,,NULL,CASA,6.28388104,NULL,-75.54763876,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,9397426,NULL,9397426,NULL,NULL,NULL,"cl 93 # 37 - par",NULL,"LA SALLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692324,NULL,NULL,180,NULL,NULL,NULL,NULL,13700,60,NULL,"calle 127d # 88b - 16","cl 85 # 19a - 46",ABANDONADO,1609459506284,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.671703695780667,4.718378301000087,-74.05831787735224,-74.08905181099993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8471506,NULL,NULL,NULL,NULL,NULL,"cl 85 # 19 a - par",NULL,"ANTIGUO COUNTRY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692325,NULL,NULL,180,NULL,NULL,NULL,NULL,NULL,60,NULL,"Cai La Candelaria","cl 54 # 7 - 19",ABANDONADO,1609459506656,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.594211555818359,4.57334,-74.1907325014472,-74.15323,EFECTIVO,NULL,APP,NULL,NULL,4000,NORMAL,TIEMPO_RUTA,NORMAL,0,9041343,NULL,NULL,NULL,NULL,NULL,"cl 54 # 7 - impar",NULL,"CHAPINERO CENTRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692326,NULL,NULL,180,NULL,NULL,NULL,NULL,4800,60,NULL,"CL 136 BIS # 99 - 13","cl 130c # 94c - 21",ABANDONADO,1609459506796,"2021-01-01 00:05:06",NULL,11001,NULL,NULL,NULL,4.729095708487646,4.73752589500009,-74.09200675785542,-74.0930145669999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397415,NULL,NULL,NULL,NULL,NULL,"cl 130 c # 94 c - impar",NULL,"EL RINCON NORTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692327,NULL,NULL,180,NULL,NULL,NULL,NULL,15100,60,NULL,"Super Cade Bosa","cl 49 sur # 5n - 88",CANCELADO,1609459507747,"2021-01-01 00:05:07",NULL,11001,NULL,NULL,NULL,4.554694454574425,4.59698,-74.11539763212204,-74.16754,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9232560,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 49 sur # 5 n - par",NULL,"MARRUECOS II SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692328,NULL,NULL,180,NULL,NULL,NULL,NULL,6500,60,NULL,"CL 23A # 96J - 19","kr 80b bis # 22c - 8",ABANDONADO,1609459508583,"2021-01-01 00:05:08",NULL,11001,NULL,NULL,NULL,4.663161788355471,4.67690110500007,-74.12494629621506,-74.13606917899995,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8181511,NULL,NULL,NULL,NULL,NULL,"kr 80 b bis # 22 c - par",NULL,BALCARES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692329,NULL,NULL,180,NULL,NULL,NULL,NULL,13200,60,NULL,"Colegio La Estancia San Isidro Labrador Ied","kr 97c # 49 - 78 sur",CANCELADO,1609459508778,"2021-01-01 00:05:08",NULL,11001,NULL,NULL,NULL,4.641665877451665,4.59449,-74.18354954570532,-74.17529,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,9379411,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","kr 97 c # 49 sur - par",NULL,"OSORIO DIEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692330,NULL,NULL,180,NULL,NULL,NULL,NULL,6800,60,NULL,"Parque Arborizadora Alta","cl 64 sur # 21 - 8",CANCELADO,1609459509131,"2021-01-01 00:05:09",NULL,11001,NULL,NULL,NULL,4.565340199988512,4.56756889800005,-74.14620012044907,-74.1624975979999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8989589,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 64 sur # 21 - par",NULL,"LA ACACIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692331,599,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 163  a  14 d 21",ABANDONADO,1609459509161,"2021-01-01 00:05:09",NULL,11001,17089106,NULL,"INT 3 APT 404  CJ.  BALCONES DEL PALMAR // PORTERIA",4.74158408,NULL,-74.03616629,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,4492620,NULL,4492620,NULL,NULL,NULL,"cl 163 a # 14 d - impar",NULL,"BALCONES DE ORIENTE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692332,NULL,166919,180,5,5,152710531991098652917,...,15100,60,NULL,"CL 57J SUR # KR 72F (BOGOTA)","cl 49 sur # 5n - 88",CUMPLIDO,1609459509636,"2021-01-01 00:05:09",NULL,11001,NULL,NULL,NULL,4.554695457226376,4.597923094000066,-74.11536879837513,-74.1680539379999,EFECTIVO,NULL,APP,FVL254,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,3519812,NULL,NULL,152710531991098652917,NULL,NULL,"cl 49 sur # 5 n - par","Pago definido/preliquidado por 15100","MARRUECOS II SECTOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692333,NULL,114095,180,5,5,158551515913731656831,...,4900,60,NULL,"AK 72 # AC 53 (BOGOTA)","cl 63d # 70d - 16",CUMPLIDO,1609459509707,"2021-01-01 00:05:09",NULL,11001,NULL,NULL,NULL,4.6740090773500995,4.6711388,-74.10076349973679,-74.1065486,EFECTIVO,NULL,APP,VFA321,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8711774,NULL,NULL,158551515913731656831,NULL,NULL,"cl 63 d # 70 d - par","Pago definido/preliquidado por 4900","LA CABA��A",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692334,NULL,NULL,180,NULL,NULL,NULL,NULL,11000,60,NULL,"KR 17M # 67B - 10 Sur","cl 38b sur # 68g - 61",ABANDONADO,1609459509942,"2021-01-01 00:05:10",NULL,11001,NULL,NULL,NULL,4.604646170928993,4.550109981003424,-74.13870368152855,-74.14176877588034,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,9310186,NULL,NULL,NULL,NULL,NULL,"cl 38 b sur # 68 g - impar",NULL,ALQUERIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692335,NULL,NULL,180,NULL,NULL,NULL,NULL,13100,60,NULL,"Tv 69b # 9d - 90","cl 42f sur # 98c - 20",ABANDONADO,1609459510364,"2021-01-01 00:05:10",NULL,11001,NULL,NULL,NULL,4.646583936147917,4.636389976000089,-74.17857371270657,-74.12669308599993,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397186,NULL,NULL,NULL,NULL,NULL,"cl 42 f sur # 98 c - par",NULL,"LA RIVIERA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692336,621,NULL,90,NULL,NULL,NULL,NULL,NULL,60,BIAMONTE,NULL,"cra. 5 bis 12 c 40",ABANDONADO,1609459510847,"2021-01-01 00:05:10",NULL,11001,,NULL,PELUQUERIA,4.60014038,NULL,-74.07226423,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,3645075,NULL,3645075,NULL,NULL,NULL,"kr 5 bis # 12 c - par",NULL,"LA CATEDRAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692337,NULL,NULL,180,NULL,NULL,NULL,NULL,9400,60,NULL,"Calle 38f Sur #68d-1","kr 82b # 41d - 27 sur",ABANDONADO,1609459511976,"2021-01-01 00:05:12",NULL,11001,NULL,NULL,NULL,4.6290338,4.6019769,-74.1668544,-74.1374909,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8858704,NULL,NULL,NULL,NULL,NULL,"kr 82 b # 41 d sur - impar",NULL,CONCORDIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692338,NULL,NULL,180,NULL,NULL,NULL,NULL,13900,60,NULL,"KR 8C # 107 - 41","cl 49 # 24 - 25",ABANDONADO,1609459512471,"2021-01-01 00:05:12",NULL,11001,NULL,NULL,NULL,4.637854249777856,4.688688435000074,-74.07492846250534,-74.0405831189999,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,PREMIUM,0,9377206,NULL,NULL,NULL,NULL,NULL,"cl 49 # 24 - impar",NULL,"ALFONSO LOPEZ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692339,NULL,NULL,180,NULL,NULL,NULL,NULL,16200,60,NULL,"Barrio Yomasa","cl. 66a sur #18v18",ABANDONADO,1609459513146,"2021-01-01 00:05:13",NULL,11001,NULL,NULL,NULL,4.5573882999999995,4.521052035243765,-74.14681089999999,-74.09255589524439,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8834429,NULL,NULL,NULL,NULL,NULL,"cl 66 a sur # 18 v - par",NULL,COMPARTIR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692340,NULL,121815,180,5,5,14789593493721429,...,13800,60,NULL,"CL 75 # KR 89B (BOGOTA)","kr 81d # 8c - 45",CUMPLIDO,1609459513199,"2021-01-01 00:05:13",NULL,11001,NULL,NULL,NULL,4.6460345,4.70102,-74.1465504,-74.10682,EFECTIVO,NULL,APP,TSP270,4,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8458353,NULL,NULL,14789593493721429,NULL,NULL,"kr 81 d # 8 c - impar","Pago definido/preliquidado por 13800",VALLADOLID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692341,NULL,NULL,180,NULL,NULL,NULL,NULL,7900,32,NULL,"Cra. 92 #28-83","carrera 106 ##44-67, cali, valle del cauca, colombia",ABANDONADO,1609459513221,"2021-01-01 00:05:13",NULL,76001,NULL,NULL,NULL,3.361132169218007,3.3767167,-76.51740565896034,-76.5226082,EFECTIVO,NULL,APP,NULL,NULL,2000,NORMAL,TIEMPO_RUTA,NORMAL,0,8448633,NULL,NULL,NULL,NULL,NULL,"kr 106 # 44 - impar",NULL,"SIN BARRIO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692342,NULL,NULL,180,NULL,NULL,NULL,NULL,21600,60,NULL,"carrera 95a # 34 - 39 sur","kr 55 # 78 - 67",ABANDONADO,1609459513438,"2021-01-01 00:05:13",NULL,11001,NULL,NULL,NULL,4.674690431604957,4.6473267730000885,-74.07283499836922,-74.17075853599994,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8826468,NULL,NULL,NULL,NULL,NULL,"kr 55 # 78 - impar",NULL,"JORGE ELIECER GAITAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692343,NULL,NULL,180,NULL,NULL,NULL,NULL,9800,60,NULL,"Timiza, Bogotá, Colombia","ac 8 # 94 - 2",ABANDONADO,1609459515203,"2021-01-01 00:05:15",NULL,11001,NULL,NULL,NULL,4.654431639108054,4.6155104,-74.15723204612732,-74.1540902,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8262616,NULL,NULL,NULL,NULL,NULL,"ac 8 # 94 - par",NULL,"CAMPO ALEGRE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692344,NULL,NULL,180,NULL,NULL,NULL,NULL,23100,60,NULL,"Cai Guacamayas","cl 52 sur # 95a - 10",CANCELADO,1609459515344,"2021-01-01 00:05:15",NULL,11001,NULL,NULL,NULL,4.640594172539493,4.555470981999974,-74.18456878513098,-74.09734959899998,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397423,NULL,NULL,NULL,NULL,"USU|AppUsuario|Antes de asignacion","cl 52 sur # 95 a - par",NULL,"PARCELA EL PORVENIR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692345,NULL,168440,180,NULL,NULL,158662213148859421654,...,4800,60,NULL,Centenario,"cl 28 sur # 24 - 25",CANCELADO,1609459515476,"2021-01-01 00:05:15",NULL,11001,NULL,NULL,NULL,4.584781738006551,4.58593,-74.11096595227718,-74.10796,EFECTIVO,NULL,APP,VEX688,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,6895099,NULL,NULL,158662213148859421654,NULL,"USU|AppUsuario|Ya no necesito el Taxi","cl 28 sur # 24 - impar",NULL,LIBERTADOR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692346,126,NULL,90,NULL,NULL,NULL,NULL,NULL,60,,NULL,"cl. 50 15 45",ABANDONADO,1609459515529,"2021-01-01 00:05:15",NULL,11001,,NULL,"APTO 603",4.6376058,NULL,-74.06810013,NULL,EFECTIVO,,RECEPCION,NULL,NULL,NULL,NORMAL,TIEMPO_RUTA,,0,7840366,NULL,7840366,NULL,NULL,NULL,"cl 50 # 15 - impar",NULL,CHAPINERO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692347,NULL,NULL,180,NULL,NULL,NULL,NULL,6500,32,NULL,"Carrera 58 13A-58","cl 13 a 1 # 75 - 35",ABANDONADO,1609459515635,"2021-01-01 00:05:15",NULL,76001,NULL,NULL,NULL,3.388711343160182,3.40284,-76.5364345908165,-76.5354,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,8864761,NULL,NULL,NULL,NULL,NULL,"cl 13 a1 # 75 - impar",NULL,"QUINTAS DE DON SIMON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692348,NULL,NULL,180,NULL,NULL,NULL,NULL,11300,60,NULL,"DG 41A Sur # 34B - 30","kr 20a # 16 - 16",ABANDONADO,1609459516631,"2021-01-01 00:05:16",NULL,11001,NULL,NULL,NULL,4.610764233804342,4.588462977780033,-74.08403690904379,-74.12749338895082,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9295551,NULL,NULL,NULL,NULL,NULL,"kr 20 a # 16 - par",NULL,"EL LISTON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45692349,NULL,NULL,180,NULL,NULL,NULL,NULL,18800,60,NULL,"Avenida de las Américas 32-53","kr 4p # 56 - 20 sur",ABANDONADO,1609459516974,"2021-01-01 00:05:17",NULL,11001,NULL,NULL,NULL,4.541728042697952,4.62458,-74.11894351243973,-74.08644,EFECTIVO,NULL,APP,NULL,NULL,0,NORMAL,TIEMPO_RUTA,NORMAL,0,9397114,NULL,NULL,NULL,NULL,NULL,"kr 4 p # 56 sur - par",NULL,"LA PICOTA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
